model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date,model_type
ITWW-county_repro,DE,Deaths,2021-09-27,3,42.0891304347826,6.78478260869565,35.304347826087,0,-0.385217391304348,-0.95,66,2021-10-16,mechanistic
ITWW-county_repro,PL,Deaths,2021-09-27,3,60.9365217391304,6.8495652173913,54.0869565217391,0,-0.472173913043478,-0.98,92,2021-10-16,mechanistic
ITWW-county_repro,DE,Cases,2021-09-27,4,17588.8908695652,2838.89086956522,14750,0,-0.385217391304348,-0.95,28668,2021-10-23,mechanistic
ITWW-county_repro,PL,Cases,2021-09-27,4,9605.73434782609,1323.9952173913,8281.73913043478,0,-0.298260869565217,-0.9,15762,2021-10-23,mechanistic
ITWW-county_repro,DE,Deaths,2021-09-27,4,88.6752173913044,10.3273913043478,78.3478260869565,0,-0.559130434782609,-1,128,2021-10-23,mechanistic
ITWW-county_repro,PL,Deaths,2021-09-27,4,77.3369565217391,12.2934782608696,65.0434782608696,0,-0.298260869565217,-0.9,130,2021-10-23,mechanistic
ITWW-county_repro,DE,Cases,2021-10-04,1,6008.29434782609,867.642173913044,0,5140.65217391304,-0.472173913043478,0.98,8787,2021-10-09,mechanistic
ITWW-county_repro,PL,Cases,2021-10-04,1,463.455217391304,240.281304347826,0,223.173913043478,-0.0373913043478261,0.6,875,2021-10-09,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-04,1,38.3639130434783,4.3204347826087,34.0434782608696,0,-0.559130434782609,-1,53,2021-10-09,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-04,1,7.30826086956522,3.04739130434783,4.26086956521739,0,-0.124347826086957,-0.7,14,2021-10-09,mechanistic
ITWW-county_repro,DE,Cases,2021-10-04,2,6941.77652173913,1703.99391304348,0,5237.78260869565,-0.298260869565217,0.9,11659,2021-10-16,mechanistic
ITWW-county_repro,PL,Cases,2021-10-04,2,739.925217391304,508.794782608696,231.130434782609,0,0.136521739130435,-0.4,1262,2021-10-16,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-04,2,17.5113043478261,5.20695652173913,12.304347826087,0,-0.211304347826087,-0.8,31,2021-10-16,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-04,2,14.1273913043478,5.56217391304348,8.56521739130435,0,-0.124347826086957,-0.7,27,2021-10-16,mechanistic
ITWW-county_repro,DE,Cases,2021-10-04,3,3688.09260869565,2683.96217391304,1004.13043478261,0,0.136521739130435,-0.4,5789,2021-10-23,mechanistic
ITWW-county_repro,PL,Cases,2021-10-04,3,7407.29,1016.11608695652,6391.17391304348,0,-0.385217391304348,-0.95,11821,2021-10-23,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-04,3,29.3604347826087,8.23,21.1304347826087,0,-0.211304347826087,-0.8,54,2021-10-23,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-04,3,18.8713043478261,11.2191304347826,7.65217391304348,0,0.0495652173913044,-0.5,36,2021-10-23,mechanistic
ITWW-county_repro,DE,Cases,2021-10-04,4,27062.5069565217,3913.98521739131,23148.5217391304,0,-0.385217391304348,-0.95,43254,2021-10-30,mechanistic
ITWW-county_repro,PL,Cases,2021-10-04,4,15287.9526086957,1922.21347826087,13365.7391304348,0,-0.385217391304348,-0.95,24540,2021-10-30,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-04,4,88.1960869565218,12.5004347826087,75.6956521739131,0,-0.385217391304348,-0.95,139,2021-10-30,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-04,4,108.165652173913,20.3830434782609,87.7826086956522,0,-0.298260869565217,-0.9,185,2021-10-30,mechanistic
ITWW-county_repro,DE,Cases,2021-10-11,1,3029.41739130435,864.765217391304,0,2164.65217391304,-0.298260869565217,0.9,5409,2021-10-16,mechanistic
ITWW-county_repro,PL,Cases,2021-10-11,1,2539.90565217391,355.557826086957,0,2184.34782608696,-0.559130434782609,1,3712,2021-10-16,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-11,1,31.804347826087,4.02173913043478,27.7826086956522,0,-0.472173913043478,-0.98,47,2021-10-16,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-11,1,6.38260869565217,4.16521739130435,0,2.21739130434783,0.0495652173913044,0.5,11,2021-10-16,mechanistic
ITWW-county_repro,DE,Cases,2021-10-11,2,8266.8152173913,1689.07608695652,6577.73913043478,0,-0.298260869565217,-0.9,13798,2021-10-23,mechanistic
ITWW-county_repro,PL,Cases,2021-10-11,2,2820.32608695652,824.369565217391,1995.95652173913,0,-0.211304347826087,-0.8,5273,2021-10-23,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-11,2,64.8513043478261,5.5904347826087,59.2608695652174,0,-0.559130434782609,-1,85,2021-10-23,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-11,2,27.6669565217391,7.97130434782609,0,19.695652173913,-0.298260869565217,0.9,49,2021-10-23,mechanistic
ITWW-county_repro,DE,Cases,2021-10-11,3,42460.2895652174,2687.28956521739,39773,0,-0.559130434782609,-1,53699,2021-10-30,mechanistic
ITWW-county_repro,PL,Cases,2021-10-11,3,8168.70739130435,1805.9247826087,6362.78260869565,0,-0.298260869565217,-0.9,14800,2021-10-30,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-11,3,157.481739130435,8.48173913043478,149,0,-0.559130434782609,-1,191,2021-10-30,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-11,3,26.8473913043478,18.1517391304348,8.69565217391304,0,0.136521739130435,-0.4,48,2021-10-30,mechanistic
ITWW-county_repro,DE,Cases,2021-10-11,4,49990.9043478261,3884.99130434783,46105.9130434783,0,-0.559130434782609,-1,67804,2021-11-06,mechanistic
ITWW-county_repro,PL,Cases,2021-10-11,4,12652.7213043478,3679.72130434783,8973,0,-0.211304347826087,-0.8,24775,2021-11-06,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-11,4,245.049565217391,13.0060869565217,232.04347826087,0,-0.559130434782609,-1,301,2021-11-06,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-11,4,40.8886956521739,36.6713043478261,4.21739130434783,0,0.223478260869565,-0.3,47,2021-11-06,mechanistic
ITWW-county_repro,DE,Cases,2021-10-18,1,5648.72913043478,1052.85956521739,4595.86956521739,0,-0.385217391304348,-0.95,9255,2021-10-23,mechanistic
ITWW-county_repro,PL,Cases,2021-10-18,1,1587.78304347826,446.348260869565,1141.4347826087,0,-0.298260869565217,-0.9,2835,2021-10-23,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-18,1,59.6326086956522,4.54565217391304,55.0869565217391,0,-0.559130434782609,-1,75,2021-10-23,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-18,1,25.4008695652174,4.53130434782609,0,20.8695652173913,-0.385217391304348,0.95,40,2021-10-23,mechanistic
ITWW-county_repro,DE,Cases,2021-10-18,2,36001.8965217391,2203.54869565217,33798.347826087,0,-0.559130434782609,-1,45202,2021-10-30,mechanistic
ITWW-county_repro,PL,Cases,2021-10-18,2,8006.09913043478,1064.36,6941.73913043478,0,-0.472173913043478,-0.98,12120,2021-10-30,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-18,2,141.989130434783,5.81521739130435,136.173913043478,0,-0.559130434782609,-1,164,2021-10-30,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-18,2,16.7726086956522,10.5552173913043,6.21739130434783,0,0.0495652173913044,-0.5,31,2021-10-30,mechanistic
ITWW-county_repro,DE,Cases,2021-10-18,3,37970.8447826087,3786.93173913044,34183.9130434783,0,-0.472173913043478,-0.98,54536,2021-11-06,mechanistic
ITWW-county_repro,PL,Cases,2021-10-18,3,13175.3265217391,2319.54391304348,10855.7826086957,0,-0.298260869565217,-0.9,21929,2021-11-06,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-18,3,204.774782608696,10.34,194.434782608696,0,-0.559130434782609,-1,250,2021-11-06,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-18,3,23.275652173913,21.9713043478261,1.30434782608696,0,0.310434782608696,-0.2,18,2021-11-06,mechanistic
ITWW-county_repro,DE,Cases,2021-10-18,4,85772.4204347826,6002.46391304348,79769.9565217391,0,-0.559130434782609,-1,116095,2021-11-13,mechanistic
ITWW-county_repro,PL,Cases,2021-10-18,4,13735.5947826087,4574.46434782609,9161.13043478261,0,-0.124347826086957,-0.7,26222,2021-11-13,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-18,4,414.687391304348,18.3830434782609,396.304347826087,0,-0.559130434782609,-1,497,2021-11-13,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-18,4,59.1130434782609,47.2869565217391,11.8260869565217,0,0.136521739130435,-0.4,88,2021-11-13,mechanistic
ITWW-county_repro,DE,Cases,2021-10-25,1,2186.55304347826,1653.77043478261,0,532.782608695652,0.136521739130435,0.4,3636,2021-10-30,mechanistic
ITWW-county_repro,PL,Cases,2021-10-25,1,15860.9595652174,841.829130434783,0,15019.1304347826,-0.559130434782609,1,18728,2021-10-30,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-25,1,43.8373913043478,5.35913043478261,38.4782608695652,0,-0.559130434782609,-1,63,2021-10-30,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-25,1,28.98,6.28434782608696,0,22.695652173913,-0.385217391304348,0.95,48,2021-10-30,mechanistic
ITWW-county_repro,DE,Cases,2021-10-25,2,21802.7886956522,4506.35391304348,0,17296.4347826087,-0.385217391304348,0.95,35406,2021-11-06,mechanistic
ITWW-county_repro,PL,Cases,2021-10-25,2,24781.0086956522,3339.74782608696,0,21441.2608695652,-0.559130434782609,1,34199,2021-11-06,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-25,2,11.5465217391304,9.54652173913044,0,2,0.223478260869565,0.3,14,2021-11-06,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-25,2,245.585652173913,19.5421739130435,0,226.04347826087,-0.559130434782609,1,307,2021-11-06,mechanistic
ITWW-county_repro,DE,Cases,2021-10-25,3,19575.1104347826,10114.7626086957,0,9460.34782608696,-0.0373913043478261,0.6,37174,2021-11-13,mechanistic
ITWW-county_repro,PL,Cases,2021-10-25,3,57700.0508695652,9552.70304347826,0,48147.347826087,-0.559130434782609,1,82809,2021-11-13,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-25,3,23.4830434782609,22.9613043478261,0,0.521739130434783,0.397391304347826,0.1,12,2021-11-13,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-25,3,489.680869565217,60.9852173913044,0,428.695652173913,-0.559130434782609,1,664,2021-11-13,mechanistic
ITWW-county_repro,DE,Cases,2021-10-25,4,48108.7195652174,20562.0239130435,0,27546.6956521739,-0.124347826086957,0.7,89858,2021-11-20,mechanistic
ITWW-county_repro,PL,Cases,2021-10-25,4,122446.681304348,23951.8552173913,0,98494.8260869565,-0.559130434782609,1,180447,2021-11-20,mechanistic
ITWW-county_repro,DE,Deaths,2021-10-25,4,149.158695652174,53.3326086956522,0,95.8260869565217,-0.211304347826087,0.8,268,2021-11-20,mechanistic
ITWW-county_repro,PL,Deaths,2021-10-25,4,602.620869565217,165.707826086957,0,436.913043478261,-0.385217391304348,0.95,1001,2021-11-20,mechanistic
ITWW-county_repro,DE,Cases,2021-11-01,1,16538.0908695652,1858.96043478261,0,14679.1304347826,-0.559130434782609,1,22858,2021-11-06,mechanistic
ITWW-county_repro,PL,Cases,2021-11-01,1,17575.2526086957,1021.20913043478,0,16554.0434782609,-0.559130434782609,1,20833,2021-11-06,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-01,1,6.24391304347826,5.85260869565217,0.391304347826087,0,0.310434782608696,-0.2,5,2021-11-06,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-01,1,117.801739130435,7.4104347826087,0,110.391304347826,-0.559130434782609,1,143,2021-11-06,mechanistic
ITWW-county_repro,DE,Cases,2021-11-01,2,5522.20565217391,4698.33608695652,0,823.869565217391,0.223478260869565,0.3,6441,2021-11-13,mechanistic
ITWW-county_repro,PL,Cases,2021-11-01,2,27824.9343478261,3149.89086956522,0,24675.0434782609,-0.559130434782609,1,35948,2021-11-13,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-01,2,18.0178260869565,10.974347826087,7.04347826086957,0,0.0495652173913044,-0.5,34,2021-11-13,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-01,2,228.563043478261,19.9108695652174,0,208.652173913044,-0.559130434782609,1,291,2021-11-13,mechanistic
ITWW-county_repro,DE,Cases,2021-11-01,3,14631.4947826087,9867.97304347826,0,4763.52173913044,0.0495652173913044,0.5,23881,2021-11-20,mechanistic
ITWW-county_repro,PL,Cases,2021-11-01,3,43453.147826087,7639.84347826087,0,35813.3043478261,-0.559130434782609,1,60558,2021-11-20,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-01,3,86.5191304347826,24.2147826086957,0,62.304347826087,-0.298260869565217,0.9,149,2021-11-20,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-01,3,61.2652173913044,51.0478260869565,0,10.2173913043478,0.223478260869565,0.3,83,2021-11-20,mechanistic
ITWW-county_repro,DE,Cases,2021-11-01,4,54301.3304347826,19087.1565217391,0,35214.1739130435,-0.211304347826087,0.8,95870,2021-11-27,mechanistic
ITWW-county_repro,PL,Cases,2021-11-01,4,101503.960434783,16573.6995652174,0,84930.2608695652,-0.559130434782609,1,135160,2021-11-27,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-01,4,167.346956521739,49.5208695652174,0,117.826086956522,-0.298260869565217,0.9,296,2021-11-27,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-01,4,531.234347826087,116.669130434783,0,414.565217391304,-0.472173913043478,0.98,803,2021-11-27,mechanistic
ITWW-county_repro,DE,Cases,2021-11-08,1,3174.30434782609,1821.30434782609,1353,0,0.0495652173913044,-0.5,6035,2021-11-13,mechanistic
ITWW-county_repro,PL,Cases,2021-11-08,1,26255.777826087,1161.16913043478,0,25094.6086956522,-0.559130434782609,1,30372,2021-11-13,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-08,1,110.19347826087,7.19347826086957,103,0,-0.559130434782609,-1,133,2021-11-13,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-08,1,8.04782608695652,7.91739130434783,0.130434782608696,0,0.397391304347826,-0.1,3,2021-11-13,mechanistic
ITWW-county_repro,DE,Cases,2021-11-08,2,4941.89652173913,4847.07043478261,0,94.8260869565217,0.397391304347826,0.1,2181,2021-11-20,mechanistic
ITWW-county_repro,PL,Cases,2021-11-08,2,33366.7982608696,3392.40695652174,0,29974.3913043478,-0.559130434782609,1,45365,2021-11-20,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-08,2,30.9873913043478,12.77,0,18.2173913043478,-0.124347826086957,0.7,57,2021-11-20,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-08,2,290.530434782609,19.095652173913,271.434782608696,0,-0.559130434782609,-1,361,2021-11-20,mechanistic
ITWW-county_repro,DE,Cases,2021-11-08,3,25230.1073913044,10103.7160869565,0,15126.3913043478,-0.211304347826087,0.8,45799,2021-11-27,mechanistic
ITWW-county_repro,PL,Cases,2021-11-08,3,74223.0613043478,7688.80043478261,0,66534.2608695652,-0.559130434782609,1,101080,2021-11-27,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-08,3,91.5434782608696,25.9782608695652,0,65.5652173913044,-0.298260869565217,0.9,156,2021-11-27,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-08,3,51.8826086956522,45.2304347826087,0,6.65217391304348,0.223478260869565,0.3,63,2021-11-27,mechanistic
ITWW-county_repro,DE,Cases,2021-11-08,4,156714.253043478,18791.5573913044,0,137922.695652174,-0.559130434782609,1,210478,2021-12-04,mechanistic
ITWW-county_repro,PL,Cases,2021-11-08,4,170214.203478261,15945.6382608696,0,154268.565217391,-0.559130434782609,1,223509,2021-12-04,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-08,4,338.063913043478,53.89,0,284.173913043478,-0.472173913043478,0.98,502,2021-12-04,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-08,4,337.924347826087,98.0982608695652,0,239.826086956522,-0.298260869565217,0.9,614,2021-12-04,mechanistic
ITWW-county_repro,DE,Cases,2021-11-15,1,32949.7073913044,2078.83782608696,0,30870.8695652174,-0.559130434782609,1,39728,2021-11-20,mechanistic
ITWW-county_repro,PL,Cases,2021-11-15,1,13008.3791304348,1421.81391304348,0,11586.5652173913,-0.559130434782609,1,17675,2021-11-20,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-15,1,143.349565217391,8.95826086956522,0,134.391304347826,-0.559130434782609,1,173,2021-11-20,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-15,1,904.848695652174,8.06608695652174,896.782608695652,0,-0.559130434782609,-1,932,2021-11-20,mechanistic
ITWW-county_repro,DE,Cases,2021-11-15,2,104776.541304348,6578.23695652174,0,98198.3043478261,-0.559130434782609,1,124785,2021-11-27,mechanistic
ITWW-county_repro,PL,Cases,2021-11-15,2,20758.9695652174,3037.57826086957,0,17721.3913043478,-0.559130434782609,1,29940,2021-11-27,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-15,2,440.353913043478,18.4408695652174,0,421.913043478261,-0.559130434782609,1,504,2021-11-27,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-15,2,820.62,14.4895652173913,806.130434782609,0,-0.559130434782609,-1,873,2021-11-27,mechanistic
ITWW-county_repro,DE,Cases,2021-11-15,3,282781.503043478,14346.59,0,268434.913043478,-0.559130434782609,1,324269,2021-12-04,mechanistic
ITWW-county_repro,PL,Cases,2021-11-15,3,65995.7843478261,5742.87130434783,0,60252.9130434783,-0.559130434782609,1,82473,2021-12-04,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-15,3,986.614782608696,44.5713043478261,0,942.04347826087,-0.559130434782609,1,1121,2021-12-04,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-15,3,843.810434782609,27.3321739130435,816.478260869565,0,-0.559130434782609,-1,953,2021-12-04,mechanistic
ITWW-county_repro,DE,Cases,2021-11-15,4,568193.78,28409.0408695652,0,539784.739130435,-0.559130434782609,1,645149,2021-12-11,mechanistic
ITWW-county_repro,PL,Cases,2021-11-15,4,129780.99173913,10014.1656521739,0,119766.826086957,-0.559130434782609,1,157817,2021-12-11,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-15,4,1669.5052173913,91.5052173913044,0,1578,-0.559130434782609,1,1930,2021-12-11,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-15,4,426.208695652174,50.2956521739131,375.913043478261,0,-0.559130434782609,-1,636,2021-12-11,mechanistic
ITWW-county_repro,DE,Cases,2021-11-22,1,32456.9991304348,2095.99913043478,0,30361,-0.559130434782609,1,39205,2021-11-27,mechanistic
ITWW-county_repro,PL,Cases,2021-11-22,1,53396.2969565217,1667.38391304348,0,51728.9130434783,-0.559130434782609,1,58623,2021-11-27,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-22,1,10.075652173913,9.16260869565217,0,0.91304347826087,0.310434782608696,0.2,11,2021-11-27,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-22,1,47.1,12.1434782608696,0,34.9565217391304,-0.298260869565217,0.9,82,2021-11-27,mechanistic
ITWW-county_repro,DE,Cases,2021-11-22,2,158628.492173913,5763.14434782609,0,152865.347826087,-0.559130434782609,1,177101,2021-12-04,mechanistic
ITWW-county_repro,PL,Cases,2021-11-22,2,112518.382608696,3864.68695652174,0,108653.695652174,-0.559130434782609,1,123785,2021-12-04,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-22,2,278.410434782609,16.6713043478261,0,261.739130434783,-0.559130434782609,1,336,2021-12-04,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-22,2,367.61347826087,26.3960869565217,0,341.217391304348,-0.559130434782609,1,454,2021-12-04,mechanistic
ITWW-county_repro,DE,Cases,2021-11-22,3,331652.997826087,10795.997826087,0,320857,-0.559130434782609,1,365125,2021-12-11,mechanistic
ITWW-county_repro,PL,Cases,2021-11-22,3,197928.72,7732.06782608696,0,190196.652173913,-0.559130434782609,1,220163,2021-12-11,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-22,3,516.893043478261,31.5452173913044,0,485.347826086957,-0.559130434782609,1,623,2021-12-11,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-22,3,1135.19043478261,57.2339130434783,0,1077.95652173913,-0.559130434782609,1,1311,2021-12-11,mechanistic
ITWW-county_repro,DE,Cases,2021-11-22,4,563726.491739131,18042.0134782609,0,545684.47826087,-0.559130434782609,1,616359,2021-12-18,mechanistic
ITWW-county_repro,PL,Cases,2021-11-22,4,337562.479130435,14288.9139130435,0,323273.565217391,-0.559130434782609,1,376080,2021-12-18,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-22,4,1304.75956521739,61.194347826087,0,1243.5652173913,-0.559130434782609,1,1478,2021-12-18,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-22,4,2104.6,112.426086956522,0,1992.17391304348,-0.559130434782609,1,2432,2021-12-18,mechanistic
ITWW-county_repro,DE,Cases,2021-11-29,1,70954.2334782609,1999.97260869565,0,68954.2608695652,-0.559130434782609,1,77792,2021-12-04,mechanistic
ITWW-county_repro,PL,Cases,2021-11-29,1,60576.8195652174,1628.08043478261,0,58948.7391304348,-0.559130434782609,1,65925,2021-12-04,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-29,1,14.9560869565217,10.2169565217391,4.73913043478261,0,0.0495652173913044,-0.5,25,2021-12-04,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-29,1,142.127826086957,12.6930434782609,0,129.434782608696,-0.559130434782609,1,191,2021-12-04,mechanistic
ITWW-county_repro,DE,Cases,2021-11-29,2,205086.994347826,4994.73347826087,0,200092.260869565,-0.559130434782609,1,221874,2021-12-11,mechanistic
ITWW-county_repro,PL,Cases,2021-11-29,2,99383.6813043478,3126.50739130435,0,96257.1739130435,-0.559130434782609,1,108929,2021-12-11,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-29,2,22.7786956521739,15.865652173913,0,6.91304347826087,0.136521739130435,0.4,39,2021-12-11,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-29,2,553.570869565218,24.2665217391304,0,529.304347826087,-0.559130434782609,1,648,2021-12-11,mechanistic
ITWW-county_repro,DE,Cases,2021-11-29,3,361941.000434783,8357.91347826087,0,353583.086956522,-0.559130434782609,1,388919,2021-12-18,mechanistic
ITWW-county_repro,PL,Cases,2021-11-29,3,171514.924782609,5408.66391304348,0,166106.260869565,-0.559130434782609,1,187040,2021-12-18,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-29,3,483.518260869565,26.9530434782609,0,456.565217391304,-0.559130434782609,1,573,2021-12-18,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-29,3,926.015217391304,44.754347826087,0,881.260869565217,-0.559130434782609,1,1075,2021-12-18,mechanistic
ITWW-county_repro,DE,Cases,2021-11-29,4,574772.161739131,12488.64,0,562283.521739131,-0.559130434782609,1,614379,2021-12-25,mechanistic
ITWW-county_repro,PL,Cases,2021-11-29,4,262555.370434783,8636.45739130435,0,253918.913043478,-0.559130434782609,1,286699,2021-12-25,mechanistic
ITWW-county_repro,DE,Deaths,2021-11-29,4,1503.76608695652,43.2878260869565,0,1460.47826086957,-0.559130434782609,1,1645,2021-12-25,mechanistic
ITWW-county_repro,PL,Deaths,2021-11-29,4,1705.2052173913,79.5530434782609,0,1625.65217391304,-0.559130434782609,1,1958,2021-12-25,mechanistic
ITWW-county_repro,DE,Cases,2021-12-06,1,75844.2191304348,1678.34956521739,0,74165.8695652174,-0.559130434782609,1,81445,2021-12-11,mechanistic
ITWW-county_repro,PL,Cases,2021-12-06,1,33227.7995652174,1416.3647826087,0,31811.4347826087,-0.559130434782609,1,38141,2021-12-11,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-06,1,335.329130434783,10.7639130434783,324.565217391304,0,-0.559130434782609,-1,375,2021-12-11,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-06,1,13.3086956521739,12.2217391304348,1.08695652173913,0,0.310434782608696,-0.2,13,2021-12-11,mechanistic
ITWW-county_repro,DE,Cases,2021-12-06,2,170628.002173913,4075.82826086957,0,166552.173913044,-0.559130434782609,1,183638,2021-12-18,mechanistic
ITWW-county_repro,PL,Cases,2021-12-06,2,68192.8969565217,2383.50565217391,0,65809.3913043478,-0.559130434782609,1,76324,2021-12-18,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-06,2,105.041739130435,13.6504347826087,91.3913043478261,0,-0.559130434782609,-1,152,2021-12-18,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-06,2,25.5434782608696,19.7608695652174,5.78260869565217,0,0.136521739130435,-0.4,41,2021-12-18,mechanistic
ITWW-county_repro,DE,Cases,2021-12-06,3,300093.196521739,6331.89217391304,0,293761.304347826,-0.559130434782609,1,319836,2021-12-25,mechanistic
ITWW-county_repro,PL,Cases,2021-12-06,3,113172.010434783,3539.14086956522,0,109632.869565217,-0.559130434782609,1,125286,2021-12-25,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-06,3,445.523043478261,22.8273913043478,0,422.695652173913,-0.559130434782609,1,520,2021-12-25,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-06,3,138.106086956522,33.3669565217391,0,104.739130434783,-0.298260869565217,0.9,237,2021-12-25,mechanistic
ITWW-county_repro,DE,Cases,2021-12-06,4,337842.46826087,8766.90304347826,0,329075.565217391,-0.559130434782609,1,364754,2022-01-01,mechanistic
ITWW-county_repro,PL,Cases,2021-12-06,4,152430.083043478,4898.12652173913,0,147531.956521739,-0.559130434782609,1,169085,2022-01-01,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-06,4,996.143478260869,33.2304347826087,0,962.913043478261,-0.559130434782609,1,1099,2022-01-01,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-06,4,60.7578260869565,49.2795652173913,0,11.4782608695652,0.136521739130435,0.4,88,2022-01-01,mechanistic
ITWW-county_repro,DE,Cases,2021-12-13,1,65694.0904347826,1443.65565217391,0,64250.4347826087,-0.559130434782609,1,70860,2021-12-18,mechanistic
ITWW-county_repro,PL,Cases,2021-12-13,1,45031.1856521739,1266.83782608696,0,43764.347826087,-0.559130434782609,1,49598,2021-12-18,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-13,1,240.71347826087,9.97434782608696,230.739130434783,0,-0.559130434782609,-1,275,2021-12-18,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-13,1,99.0904347826087,12.5686956521739,86.5217391304348,0,-0.559130434782609,-1,142,2021-12-18,mechanistic
ITWW-county_repro,DE,Cases,2021-12-13,2,156448.309565217,3347.78782608696,0,153100.52173913,-0.559130434782609,1,167834,2021-12-25,mechanistic
ITWW-county_repro,PL,Cases,2021-12-13,2,78688.4973913044,2144.75826086957,0,76543.7391304348,-0.559130434782609,1,86300,2021-12-25,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-13,2,106.109565217391,13.1095652173913,0,93,-0.559130434782609,1,151,2021-12-25,mechanistic
ITWW-county_repro,PL,Deaths,2021-12-13,2,20.9526086956522,18.7352173913044,2.21739130434783,0,0.223478260869565,-0.3,23,2021-12-25,mechanistic
ITWW-county_repro,DE,Cases,2021-12-13,3,144735.879130435,4903.83565217391,0,139832.043478261,-0.559130434782609,1,161559,2022-01-01,mechanistic
ITWW-county_repro,PL,Cases,2021-12-13,3,105147.657826087,3156.57086956522,0,101991.086956522,-0.559130434782609,1,116211,2022-01-01,mechanistic
ITWW-county_repro,DE,Deaths,2021-12-13,3,384.902173913044,20.7282608695652,0,364.173913043478,-0.559130434782609,1,456,2022-01-01,mechanistic
